"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29"
"4210600.06",5330.00,0.20,5319.00,2035.00,2993.20,1.78,1995.00,400.00,1595.00,7.50,2000.00,1805.00,190.00,0.00,1995.00,4375.00,2045.00,195.00,880.00,3475.00,630.00,265.00,64.30,2.60,4305.00,4310.00,4175.00,55345.00,44.00
"4210605.00",9926.00,21.30,8183.00,4704.00,59.70,166.28,3945.00,140.00,3805.00,6.70,3945.00,3480.00,465.00,0.00,3945.00,7675.00,1240.00,230.00,1570.00,4850.00,1820.00,1005.00,69.80,2.50,7675.00,7675.00,7515.00,43603.00,37.00
"4210610.00",6031.00,18.60,5086.00,2277.00,94.60,63.78,2110.00,75.00,2035.00,7.10,2105.00,1460.00,650.00,0.00,2110.00,4330.00,635.00,110.00,850.00,2440.00,1190.00,695.00,77.60,2.90,4325.00,4325.00,4215.00,50095.00,30.90
"4210700.00",2942.00,21.60,2420.00,1328.00,65.80,44.70,1135.00,25.00,1110.00,6.60,1135.00,905.00,225.00,0.00,1135.00,2230.00,470.00,80.00,445.00,1465.00,400.00,370.00,61.90,2.40,2235.00,2230.00,2195.00,40883.00,44.00
"4210800.01",6005.00,9.50,5484.00,2858.00,628.80,9.55,2685.00,190.00,2495.00,6.10,2680.00,1955.00,725.00,0.00,2680.00,5130.00,1025.00,250.00,1085.00,3380.00,1015.00,730.00,63.50,2.20,5125.00,5130.00,5025.00,38651.00,42.30
"4210800.02",5517.00,0.70,5480.00,2584.00,1908.70,2.89,2490.00,295.00,2195.00,6.30,2495.00,1680.00,815.00,0.00,2495.00,4660.00,1070.00,280.00,1155.00,3260.00,865.00,530.00,60.50,2.20,4660.00,4660.00,4580.00,40559.00,44.80
"4210801.00",3619.00,0.60,3597.00,1869.00,3446.70,1.05,1750.00,130.00,1615.00,5.10,1750.00,820.00,930.00,0.00,1750.00,2805.00,365.00,130.00,540.00,1585.00,710.00,505.00,61.50,1.90,2855.00,2855.00,2810.00,30073.00,46.60
"4210802.00",2740.00,-1.30,2775.00,1409.00,717.60,3.82,1335.00,145.00,1190.00,5.90,1335.00,950.00,385.00,0.00,1330.00,2380.00,375.00,110.00,450.00,1480.00,525.00,370.00,54.30,2.00,2325.00,2325.00,2290.00,34869.00,44.80
"4210810.00",4317.00,4.80,4118.00,2345.00,3383.00,1.28,2230.00,345.00,1890.00,5.00,2235.00,905.00,1330.00,0.00,2230.00,3595.00,530.00,145.00,660.00,2075.00,765.00,755.00,49.50,1.80,3570.00,3570.00,3510.00,30477.00,51.00
"4210811.00",7888.00,1.40,7779.00,3785.00,685.80,11.50,3630.00,455.00,3180.00,5.50,3635.00,1655.00,1980.00,0.00,3630.00,6390.00,1110.00,225.00,1380.00,3925.00,1390.00,1075.00,63.30,2.10,6390.00,6390.00,6285.00,34700.00,43.60
